Datum;Kalenderwoche;Filiale;Lieferroute;Verzoegerung_Min;Umsatzverlust_EUR
2024-02-17;KW07;Filiale_08;Route_C;6;3,44
2024-02-17;KW07;Filiale_09;Route_C;14;17,84
2024-02-17;KW07;Filiale_10;Route_C;15;40,32
2024-02-18;KW07;Filiale_01;Route_A;-2;0,0
2024-02-18;KW07;Filiale_02;Route_A;-4;0,0
2024-02-18;KW07;Filiale_03;Route_A;4;0,0
2024-02-18;KW07;Filiale_04;Route_B;32;120,07
2024-02-18;KW07;Filiale_05;Route_B;38;80,11
2024-02-18;KW07;Filiale_06;Route_B;17;60,3
2024-02-18;KW07;Filiale_07;Route_C;2;0,0
2024-02-18;KW07;Filiale_08;Route_C;1;0,0
2024-02-18;KW07;Filiale_09;Route_C;2;0,0
2024-02-18;KW07;Filiale_10;Route_C;17;46,01
2024-02-19;KW08;Filiale_01;Route_A;11;22,43
2024-02-19;KW08;Filiale_02;Route_A;2;0,0
2024-02-19;KW08;Filiale_03;Route_A;0;0,0
2024-02-19;KW08;Filiale_04;Route_B;14;53,97
2024-02-19;KW08;Filiale_05;Route_B;33;110,19
2024-02-19;KW08;Filiale_06;Route_B;32;121,06
2024-02-19;KW08;Filiale_07;Route_C;19;41,94
2024-02-19;KW08;Filiale_08;Route_C;12;42,63
2024-02-19;KW08;Filiale_09;Route_C;3;0,0
2024-02-19;KW08;Filiale_10;Route_C;18;80,53
2024-02-20;KW08;Filiale_01;Route_A;2;0,0
2024-02-20;KW08;Filiale_02;Route_A;-6;0,0
2024-02-20;KW08;Filiale_03;Route_A;3;0,0
2024-02-20;KW08;Filiale_04;Route_B;38;239,43
2024-02-20;KW08;Filiale_05;Route_B;8;13,6
2024-02-20;KW08;Filiale_06;Route_B;29;121,78
2024-02-20;KW08;Filiale_07;Route_C;6;2,6
2024-02-20;KW08;Filiale_08;Route_C;1;0,0
2024-02-20;KW08;Filiale_09;Route_C;4;0,0
2024-02-20;KW08;Filiale_10;Route_C;3;0,0
2024-02-21;KW08;Filiale_01;Route_A;-4;0,0
2024-02-21;KW08;Filiale_02;Route_A;4;0,0
2024-02-21;KW08;Filiale_03;Route_A;-2;0,0
2024-02-21;KW08;Filiale_04;Route_B;45;214,99
2024-02-21;KW08;Filiale_05;Route_B;26;114,59
2024-02-21;KW08;Filiale_06;Route_B;22;94,93
2024-02-21;KW08;Filiale_07;Route_C;-5;0,0
2024-02-21;KW08;Filiale_08;Route_C;12;22,55
2024-02-21;KW08;Filiale_09;Route_C;7;8,87
2024-02-21;KW08;Filiale_10;Route_C;11;31,04
2024-02-22;KW08;Filiale_01;Route_A;-5;0,0
2024-02-22;KW08;Filiale_02;Route_A;-2;0,0
2024-02-22;KW08;Filiale_03;Route_A;-8;0,0
2024-02-22;KW08;Filiale_04;Route_B;20;86,79
2024-02-22;KW08;Filiale_05;Route_B;29;89,85
2024-02-22;KW08;Filiale_06;Route_B;23;125,9
2024-02-22;KW08;Filiale_07;Route_C;10;12,08
2024-02-22;KW08;Filiale_08;Route_C;7;6,41
2024-02-22;KW08;Filiale_09;Route_C;12;28,96
2024-02-22;KW08;Filiale_10;Route_C;-3;0,0
2024-02-23;KW08;Filiale_01;Route_A;-5;0,0
2024-02-23;KW08;Filiale_02;Route_A;10;26,14
2024-02-23;KW08;Filiale_03;Route_A;2;0,0
2024-02-23;KW08;Filiale_04;Route_B;14;51,43
2024-02-23;KW08;Filiale_05;Route_B;2;0,0
2024-02-23;KW08;Filiale_06;Route_B;17;76,28
2024-02-23;KW08;Filiale_07;Route_C;1;0,0
2024-02-23;KW08;Filiale_08;Route_C;0;0,0
2024-02-23;KW08;Filiale_09;Route_C;11;30,99
2024-02-23;KW08;Filiale_10;Route_C;19;51,31
2024-02-24;KW08;Filiale_01;Route_A;0;0,0
2024-02-24;KW08;Filiale_02;Route_A;11;17,2
2024-02-24;KW08;Filiale_03;Route_A;-6;0,0
2024-02-24;KW08;Filiale_04;Route_B;21;78,46
2024-02-24;KW08;Filiale_05;Route_B;28;89,06
2024-02-24;KW08;Filiale_06;Route_B;23;47,17
2024-02-24;KW08;Filiale_07;Route_C;5;0,0
2024-02-24;KW08;Filiale_08;Route_C;0;0,0
2024-02-24;KW08;Filiale_09;Route_C;-8;0,0
2024-02-24;KW08;Filiale_10;Route_C;10;19,97
2024-02-25;KW08;Filiale_01;Route_A;-4;0,0
2024-02-25;KW08;Filiale_02;Route_A;6;2,36
2024-02-25;KW08;Filiale_03;Route_A;-1;0,0
2024-02-25;KW08;Filiale_04;Route_B;27;75,07
2024-02-25;KW08;Filiale_05;Route_B;15;26,22
2024-02-25;KW08;Filiale_06;Route_B;22;40,01
2024-02-25;KW08;Filiale_07;Route_C;1;0,0
2024-02-25;KW08;Filiale_08;Route_C;9;11,79
2024-02-25;KW08;Filiale_09;Route_C;12;15,62
2024-02-25;KW08;Filiale_10;Route_C;-7;0,0
2024-02-26;KW09;Filiale_01;Route_A;0;0,0
2024-02-26;KW09;Filiale_02;Route_A;1;0,0
2024-02-26;KW09;Filiale_03;Route_A;16;43,12
2024-02-26;KW09;Filiale_04;Route_B;28;204,69
2024-02-26;KW09;Filiale_05;Route_B;46;154,19
2024-02-26;KW09;Filiale_06;Route_B;33;188,56
2024-02-26;KW09;Filiale_07;Route_C;14;28,87
2024-02-26;KW09;Filiale_08;Route_C;16;33,75
2024-02-26;KW09;Filiale_09;Route_C;25;55,62
2024-02-26;KW09;Filiale_10;Route_C;3;0,0
2024-02-27;KW09;Filiale_01;Route_A;8;15,29
2024-02-27;KW09;Filiale_02;Route_A;8;14,68
2024-02-27;KW09;Filiale_03;Route_A;-1;0,0
2024-02-27;KW09;Filiale_04;Route_B;41;203,16
2024-02-27;KW09;Filiale_05;Route_B;13;43,18
2024-02-27;KW09;Filiale_06;Route_B;34;214,7
2024-02-27;KW09;Filiale_07;Route_C;14;19,81
2024-02-27;KW09;Filiale_08;Route_C;20;64,83
2024-02-27;KW09;Filiale_09;Route_C;8;16,29
2024-02-27;KW09;Filiale_10;Route_C;9;22,67
2024-02-28;KW09;Filiale_01;Route_A;-8;0,0
2024-02-28;KW09;Filiale_02;Route_A;-4;0,0
2024-02-28;KW09;Filiale_03;Route_A;2;0,0
2024-02-28;KW09;Filiale_04;Route_B;41;231,36
2024-02-28;KW09;Filiale_05;Route_B;25;105,96
2024-02-28;KW09;Filiale_06;Route_B;28;149,76
2024-02-28;KW09;Filiale_07;Route_C;10;22,13
2024-02-28;KW09;Filiale_08;Route_C;-7;0,0
2024-02-28;KW09;Filiale_09;Route_C;12;24,85
2024-02-28;KW09;Filiale_10;Route_C;15;66,34
2024-02-29;KW09;Filiale_01;Route_A;-2;0,0
2024-02-29;KW09;Filiale_02;Route_A;2;0,0
2024-02-29;KW09;Filiale_03;Route_A;6;4,14
2024-02-29;KW09;Filiale_04;Route_B;28;140,99
2024-02-29;KW09;Filiale_05;Route_B;24;123,47
2024-02-29;KW09;Filiale_06;Route_B;40;126,07
2024-02-29;KW09;Filiale_07;Route_C;15;45,96
2024-02-29;KW09;Filiale_08;Route_C;16;56,13
2024-02-29;KW09;Filiale_09;Route_C;9;21,76
2024-02-29;KW09;Filiale_10;Route_C;0;0,0
2024-03-01;KW09;Filiale_01;Route_A;8;22,65
2024-03-01;KW09;Filiale_02;Route_A;-8;0,0
2024-03-01;KW09;Filiale_03;Route_A;-1;0,0
2024-03-01;KW09;Filiale_04;Route_B;16;64,65
2024-03-01;KW09;Filiale_05;Route_B;31;120,06
2024-03-01;KW09;Filiale_06;Route_B;21;100,3
2024-03-01;KW09;Filiale_07;Route_C;8;12,97
2024-03-01;KW09;Filiale_08;Route_C;2;0,0
2024-03-01;KW09;Filiale_09;Route_C;5;0,0
2024-03-01;KW09;Filiale_10;Route_C;20;50,86
2024-03-02;KW09;Filiale_01;Route_A;13;18,59
2024-03-02;KW09;Filiale_02;Route_A;-8;0,0
2024-03-02;KW09;Filiale_03;Route_A;0;0,0
2024-03-02;KW09;Filiale_04;Route_B;41;130,68
2024-03-02;KW09;Filiale_05;Route_B;23;58,06
2024-03-02;KW09;Filiale_06;Route_B;31;65,14
2024-03-02;KW09;Filiale_07;Route_C;14;17,32
2024-03-02;KW09;Filiale_08;Route_C;-3;0,0
2024-03-02;KW09;Filiale_09;Route_C;-3;0,0
2024-03-02;KW09;Filiale_10;Route_C;3;0,0
2024-03-03;KW09;Filiale_01;Route_A;3;0,0
2024-03-03;KW09;Filiale_02;Route_A;7;4,51
2024-03-03;KW09;Filiale_03;Route_A;9;11,23
2024-03-03;KW09;Filiale_04;Route_B;26;86,67
2024-03-03;KW09;Filiale_05;Route_B;23;51,04
2024-03-03;KW09;Filiale_06;Route_B;23;60,75
2024-03-03;KW09;Filiale_07;Route_C;-5;0,0
2024-03-03;KW09;Filiale_08;Route_C;1;0,0
2024-03-03;KW09;Filiale_09;Route_C;3;0,0
2024-03-03;KW09;Filiale_10;Route_C;6;3,02
2024-03-04;KW10;Filiale_01;Route_A;8;22,97
2024-03-04;KW10;Filiale_02;Route_A;2;0,0
2024-03-04;KW10;Filiale_03;Route_A;11;31,91
2024-03-04;KW10;Filiale_04;Route_B;46;270,29
2024-03-04;KW10;Filiale_05;Route_B;32;120,97
2024-03-04;KW10;Filiale_06;Route_B;35;172,02
2024-03-04;KW10;Filiale_07;Route_C;15;37,07
2024-03-04;KW10;Filiale_08;Route_C;32;152,02
2024-03-04;KW10;Filiale_09;Route_C;13;36,93
2024-03-04;KW10;Filiale_10;Route_C;18;62,94
2024-03-05;KW10;Filiale_01;Route_A;9;16,17
2024-03-05;KW10;Filiale_02;Route_A;12;27,53
2024-03-05;KW10;Filiale_03;Route_A;11;23,49
2024-03-05;KW10;Filiale_04;Route_B;39;180,3
2024-03-05;KW10;Filiale_05;Route_B;23;78,21
2024-03-05;KW10;Filiale_06;Route_B;52;261,97
2024-03-05;KW10;Filiale_07;Route_C;4;0,0
2024-03-05;KW10;Filiale_08;Route_C;0;0,0
2024-03-05;KW10;Filiale_09;Route_C;0;0,0
2024-03-05;KW10;Filiale_10;Route_C;0;0,0
2024-03-06;KW10;Filiale_01;Route_A;1;0,0
2024-03-06;KW10;Filiale_02;Route_A;5;0,0
2024-03-06;KW10;Filiale_03;Route_A;3;0,0
2024-03-06;KW10;Filiale_04;Route_B;27;113,72
2024-03-06;KW10;Filiale_05;Route_B;17;53,17
2024-03-06;KW10;Filiale_06;Route_B;28;120,61
2024-03-06;KW10;Filiale_07;Route_C;3;0,0
2024-03-06;KW10;Filiale_08;Route_C;3;0,0
2024-03-06;KW10;Filiale_09;Route_C;1;0,0
2024-03-06;KW10;Filiale_10;Route_C;-2;0,0
2024-03-07;KW10;Filiale_01;Route_A;-2;0,0
2024-03-07;KW10;Filiale_02;Route_A;-4;0,0
2024-03-07;KW10;Filiale_03;Route_A;7;7,79
2024-03-07;KW10;Filiale_04;Route_B;24;117,85
2024-03-07;KW10;Filiale_05;Route_B;39;201,99
2024-03-07;KW10;Filiale_06;Route_B;28;169,44
2024-03-07;KW10;Filiale_07;Route_C;6;3,92
2024-03-07;KW10;Filiale_08;Route_C;6;4,88
2024-03-07;KW10;Filiale_09;Route_C;9;13,99
2024-03-07;KW10;Filiale_10;Route_C;6;6,36
2024-03-08;KW10;Filiale_01;Route_A;-8;0,0
2024-03-08;KW10;Filiale_02;Route_A;6;5,36
2024-03-08;KW10;Filiale_03;Route_A;9;14,11
2024-03-08;KW10;Filiale_04;Route_B;45;233,18
2024-03-08;KW10;Filiale_05;Route_B;46;227,14
2024-03-08;KW10;Filiale_06;Route_B;40;197,35
2024-03-08;KW10;Filiale_07;Route_C;3;0,0
2024-03-08;KW10;Filiale_08;Route_C;2;0,0
2024-03-08;KW10;Filiale_09;Route_C;18;55,59
2024-03-08;KW10;Filiale_10;Route_C;10;20,44
2024-03-09;KW10;Filiale_01;Route_A;6;4,2
2024-03-09;KW10;Filiale_02;Route_A;5;0,0
2024-03-09;KW10;Filiale_03;Route_A;0;0,0
2024-03-09;KW10;Filiale_04;Route_B;21;50,83
2024-03-09;KW10;Filiale_05;Route_B;28;69,68
2024-03-09;KW10;Filiale_06;Route_B;22;59,72
2024-03-09;KW10;Filiale_07;Route_C;9;7,35
2024-03-09;KW10;Filiale_08;Route_C;-3;0,0
2024-03-09;KW10;Filiale_09;Route_C;14;21,16
2024-03-09;KW10;Filiale_10;Route_C;2;0,0
2024-03-10;KW10;Filiale_01;Route_A;-1;0,0
2024-03-10;KW10;Filiale_02;Route_A;14;19,11
2024-03-10;KW10;Filiale_03;Route_A;10;16,73
2024-03-10;KW10;Filiale_04;Route_B;17;57,04
2024-03-10;KW10;Filiale_05;Route_B;19;36,99
2024-03-10;KW10;Filiale_06;Route_B;12;19,49
2024-03-10;KW10;Filiale_07;Route_C;13;24,5
2024-03-10;KW10;Filiale_08;Route_C;14;30,79
2024-03-10;KW10;Filiale_09;Route_C;6;2,13
2024-03-10;KW10;Filiale_10;Route_C;13;20,59
2024-03-11;KW11;Filiale_01;Route_A;-1;0,0
2024-03-11;KW11;Filiale_02;Route_A;1;0,0
2024-03-11;KW11;Filiale_03;Route_A;-3;0,0
2024-03-11;KW11;Filiale_04;Route_B;6;5,28
2024-03-11;KW11;Filiale_05;Route_B;3;0,0
2024-03-11;KW11;Filiale_06;Route_B;6;6,16
2024-03-11;KW11;Filiale_07;Route_C;14;30,95
2024-03-11;KW11;Filiale_08;Route_C;17;69,1
2024-03-11;KW11;Filiale_09;Route_C;21;62,94
2024-03-11;KW11;Filiale_10;Route_C;22;62,21
2024-03-12;KW11;Filiale_01;Route_A;4;0,0
2024-03-12;KW11;Filiale_02;Route_A;5;0,0
2024-03-12;KW11;Filiale_03;Route_A;15;35,3
2024-03-12;KW11;Filiale_04;Route_B;3;0,0
2024-03-12;KW11;Filiale_05;Route_B;9;14,0
2024-03-12;KW11;Filiale_06;Route_B;1;0,0
2024-03-12;KW11;Filiale_07;Route_C;2;0,0
2024-03-12;KW11;Filiale_08;Route_C;20;83,98
2024-03-12;KW11;Filiale_09;Route_C;8;10,0
2024-03-12;KW11;Filiale_10;Route_C;22;99,51
2024-03-13;KW11;Filiale_01;Route_A;3;0,0
2024-03-13;KW11;Filiale_02;Route_A;7;7,43
2024-03-13;KW11;Filiale_03;Route_A;4;0,0
2024-03-13;KW11;Filiale_04;Route_B;6;6,2
2024-03-13;KW11;Filiale_05;Route_B;17;57,25
2024-03-13;KW11;Filiale_06;Route_B;7;13,65
2024-03-13;KW11;Filiale_07;Route_C;-7;0,0
2024-03-13;KW11;Filiale_08;Route_C;-1;0,0
2024-03-13;KW11;Filiale_09;Route_C;1;0,0
2024-03-13;KW11;Filiale_10;Route_C;18;59,51
2024-03-14;KW11;Filiale_01;Route_A;2;0,0
2024-03-14;KW11;Filiale_02;Route_A;-6;0,0
2024-03-14;KW11;Filiale_03;Route_A;-8;0,0
2024-03-14;KW11;Filiale_04;Route_B;8;14,87
2024-03-14;KW11;Filiale_05;Route_B;9;18,59
2024-03-14;KW11;Filiale_06;Route_B;3;0,0
2024-03-14;KW11;Filiale_07;Route_C;10;18,4
2024-03-14;KW11;Filiale_08;Route_C;2;0,0
2024-03-14;KW11;Filiale_09;Route_C;14;39,85
2024-03-14;KW11;Filiale_10;Route_C;5;0,0
2024-03-15;KW11;Filiale_01;Route_A;5;0,0
2024-03-15;KW11;Filiale_02;Route_A;1;0,0
2024-03-15;KW11;Filiale_03;Route_A;1;0,0
2024-03-15;KW11;Filiale_04;Route_B;11;34,63
2024-03-15;KW11;Filiale_05;Route_B;3;0,0
2024-03-15;KW11;Filiale_06;Route_B;10;29,69
2024-03-15;KW11;Filiale_07;Route_C;17;38,14
2024-03-15;KW11;Filiale_08;Route_C;0;0,0
2024-03-15;KW11;Filiale_09;Route_C;10;15,41
2024-03-15;KW11;Filiale_10;Route_C;11;32,82
2024-03-16;KW11;Filiale_01;Route_A;2;0,0
2024-03-16;KW11;Filiale_02;Route_A;-7;0,0
2024-03-16;KW11;Filiale_03;Route_A;-8;0,0
2024-03-16;KW11;Filiale_04;Route_B;-5;0,0
2024-03-16;KW11;Filiale_05;Route_B;-2;0,0
2024-03-16;KW11;Filiale_06;Route_B;1;0,0
2024-03-16;KW11;Filiale_07;Route_C;3;0,0
2024-03-16;KW11;Filiale_08;Route_C;3;0,0
2024-03-16;KW11;Filiale_09;Route_C;7;4,32
2024-03-16;KW11;Filiale_10;Route_C;18;41,89
2024-03-17;KW11;Filiale_01;Route_A;16;27,47
2024-03-17;KW11;Filiale_02;Route_A;4;0,0
2024-03-17;KW11;Filiale_03;Route_A;0;0,0
2024-03-17;KW11;Filiale_04;Route_B;14;31,83
2024-03-17;KW11;Filiale_05;Route_B;4;0,0
2024-03-17;KW11;Filiale_06;Route_B;8;11,47
2024-03-17;KW11;Filiale_07;Route_C;-3;0,0
2024-03-17;KW11;Filiale_08;Route_C;-2;0,0
2024-03-17;KW11;Filiale_09;Route_C;1;0,0
2024-03-17;KW11;Filiale_10;Route_C;14;26,26
2024-03-18;KW12;Filiale_01;Route_A;-2;0,0
2024-03-18;KW12;Filiale_02;Route_A;2;0,0
2024-03-18;KW12;Filiale_03;Route_A;10;16,28
2024-03-18;KW12;Filiale_04;Route_B;17;61,22
2024-03-18;KW12;Filiale_05;Route_B;11;33,98
2024-03-18;KW12;Filiale_06;Route_B;3;0,0
2024-03-18;KW12;Filiale_07;Route_C;5;0,0
2024-03-18;KW12;Filiale_08;Route_C;3;0,0
2024-03-18;KW12;Filiale_09;Route_C;15;37,97
2024-03-18;KW12;Filiale_10;Route_C;12;37,93
2024-03-19;KW12;Filiale_01;Route_A;1;0,0
2024-03-19;KW12;Filiale_02;Route_A;6;2,71
2024-03-19;KW12;Filiale_03;Route_A;4;0,0
2024-03-19;KW12;Filiale_04;Route_B;11;35,34
2024-03-19;KW12;Filiale_05;Route_B;7;10,2
2024-03-19;KW12;Filiale_06;Route_B;11;34,41
2024-03-19;KW12;Filiale_07;Route_C;15;37,9
2024-03-19;KW12;Filiale_08;Route_C;-1;0,0
2024-03-19;KW12;Filiale_09;Route_C;14;37,83
2024-03-19;KW12;Filiale_10;Route_C;8;20,35
2024-03-20;KW12;Filiale_01;Route_A;0;0,0
2024-03-20;KW12;Filiale_02;Route_A;-8;0,0
2024-03-20;KW12;Filiale_03;Route_A;1;0,0
2024-03-20;KW12;Filiale_04;Route_B;4;0,0
2024-03-20;KW12;Filiale_05;Route_B;1;0,0
2024-03-20;KW12;Filiale_06;Route_B;-1;0,0
2024-03-20;KW12;Filiale_07;Route_C;9;12,86
2024-03-20;KW12;Filiale_08;Route_C;3;0,0
2024-03-20;KW12;Filiale_09;Route_C;17;58,23
2024-03-20;KW12;Filiale_10;Route_C;5;0,0
2024-03-21;KW12;Filiale_01;Route_A;5;0,0
2024-03-21;KW12;Filiale_02;Route_A;1;0,0
2024-03-21;KW12;Filiale_03;Route_A;-6;0,0
2024-03-21;KW12;Filiale_04;Route_B;4;0,0
2024-03-21;KW12;Filiale_05;Route_B;6;3,84
2024-03-21;KW12;Filiale_06;Route_B;7;10,21
2024-03-21;KW12;Filiale_07;Route_C;11;24,81
2024-03-21;KW12;Filiale_08;Route_C;13;40,83
2024-03-21;KW12;Filiale_09;Route_C;15;29,32
2024-03-21;KW12;Filiale_10;Route_C;13;53,27
2024-03-22;KW12;Filiale_01;Route_A;-8;0,0
2024-03-22;KW12;Filiale_02;Route_A;0;0,0
2024-03-22;KW12;Filiale_03;Route_A;-5;0,0
2024-03-22;KW12;Filiale_04;Route_B;2;0,0
2024-03-22;KW12;Filiale_05;Route_B;3;0,0
2024-03-22;KW12;Filiale_06;Route_B;8;14,82
2024-03-22;KW12;Filiale_07;Route_C;5;0,0
2024-03-22;KW12;Filiale_08;Route_C;15;52,43
2024-03-22;KW12;Filiale_09;Route_C;-2;0,0
2024-03-22;KW12;Filiale_10;Route_C;14;40,4
2024-03-23;KW12;Filiale_01;Route_A;-4;0,0
2024-03-23;KW12;Filiale_02;Route_A;6;2,24
2024-03-23;KW12;Filiale_03;Route_A;-8;0,0
2024-03-23;KW12;Filiale_04;Route_B;1;0,0
2024-03-23;KW12;Filiale_05;Route_B;2;0,0
2024-03-23;KW12;Filiale_06;Route_B;2;0,0
2024-03-23;KW12;Filiale_07;Route_C;0;0,0
2024-03-23;KW12;Filiale_08;Route_C;25;63,94
2024-03-23;KW12;Filiale_09;Route_C;18;39,63
2024-03-23;KW12;Filiale_10;Route_C;10;14,63
2024-03-24;KW12;Filiale_01;Route_A;11;22,74
2024-03-24;KW12;Filiale_02;Route_A;7;6,49
2024-03-24;KW12;Filiale_03;Route_A;5;0,0
2024-03-24;KW12;Filiale_04;Route_B;16;47,05
2024-03-24;KW12;Filiale_05;Route_B;9;13,6
2024-03-24;KW12;Filiale_06;Route_B;2;0,0
2024-03-24;KW12;Filiale_07;Route_C;-2;0,0
2024-03-24;KW12;Filiale_08;Route_C;3;0,0
2024-03-24;KW12;Filiale_09;Route_C;17;27,76
2024-03-24;KW12;Filiale_10;Route_C;-2;0,0
2024-03-25;KW13;Filiale_01;Route_A;8;19,32
2024-03-25;KW13;Filiale_02;Route_A;13;28,79
2024-03-25;KW13;Filiale_03;Route_A;2;0,0
2024-03-25;KW13;Filiale_04;Route_B;16;73,95
2024-03-25;KW13;Filiale_05;Route_B;11;30,31
2024-03-25;KW13;Filiale_06;Route_B;10;28,35
2024-03-25;KW13;Filiale_07;Route_C;7;7,99
2024-03-25;KW13;Filiale_08;Route_C;17;74,24
2024-03-25;KW13;Filiale_09;Route_C;24;75,24
2024-03-25;KW13;Filiale_10;Route_C;20;71,05
2024-03-26;KW13;Filiale_01;Route_A;9;19,62
2024-03-26;KW13;Filiale_02;Route_A;11;19,53
2024-03-26;KW13;Filiale_03;Route_A;6;5,04
2024-03-26;KW13;Filiale_04;Route_B;8;26,29
2024-03-26;KW13;Filiale_05;Route_B;-3;0,0
2024-03-26;KW13;Filiale_06;Route_B;11;29,55
2024-03-26;KW13;Filiale_07;Route_C;12;27,3
2024-03-26;KW13;Filiale_08;Route_C;13;35,62
2024-03-26;KW13;Filiale_09;Route_C;10;23,45
2024-03-26;KW13;Filiale_10;Route_C;9;22,43
2024-03-27;KW13;Filiale_01;Route_A;3;0,0
2024-03-27;KW13;Filiale_02;Route_A;7;11,75
2024-03-27;KW13;Filiale_03;Route_A;-1;0,0
2024-03-27;KW13;Filiale_04;Route_B;10;34,67
2024-03-27;KW13;Filiale_05;Route_B;0;0,0
2024-03-27;KW13;Filiale_06;Route_B;7;12,85
2024-03-27;KW13;Filiale_07;Route_C;-2;0,0
2024-03-27;KW13;Filiale_08;Route_C;19;66,32
2024-03-27;KW13;Filiale_09;Route_C;9;19,04
2024-03-27;KW13;Filiale_10;Route_C;3;0,0
2024-03-28;KW13;Filiale_01;Route_A;1;0,0
2024-03-28;KW13;Filiale_02;Route_A;8;13,01
2024-03-28;KW13;Filiale_03;Route_A;0;0,0
2024-03-28;KW13;Filiale_04;Route_B;9;22,49
2024-03-28;KW13;Filiale_05;Route_B;10;34,69
2024-03-28;KW13;Filiale_06;Route_B;9;22,79
2024-03-28;KW13;Filiale_07;Route_C;19;36,08
2024-03-28;KW13;Filiale_08;Route_C;14;35,85
2024-03-28;KW13;Filiale_09;Route_C;2;0,0
2024-03-28;KW13;Filiale_10;Route_C;8;12,0
2024-03-29;KW13;Filiale_01;Route_A;3;0,0
2024-03-29;KW13;Filiale_02;Route_A;5;0,0
2024-03-29;KW13;Filiale_03;Route_A;3;0,0
2024-03-29;KW13;Filiale_04;Route_B;7;17,87
2024-03-29;KW13;Filiale_05;Route_B;0;0,0
2024-03-29;KW13;Filiale_06;Route_B;5;0,0
2024-03-29;KW13;Filiale_07;Route_C;11;26,01
2024-03-29;KW13;Filiale_08;Route_C;7;9,97
2024-03-29;KW13;Filiale_09;Route_C;16;38,83
2024-03-29;KW13;Filiale_10;Route_C;9;16,56
2024-03-30;KW13;Filiale_01;Route_A;2;0,0
2024-03-30;KW13;Filiale_02;Route_A;-3;0,0
2024-03-30;KW13;Filiale_03;Route_A;3;0,0
2024-03-30;KW13;Filiale_04;Route_B;9;14,26
2024-03-30;KW13;Filiale_05;Route_B;8;7,67
2024-03-30;KW13;Filiale_06;Route_B;1;0,0
2024-03-30;KW13;Filiale_07;Route_C;9;8,27
2024-03-30;KW13;Filiale_08;Route_C;6;3,14
2024-03-30;KW13;Filiale_09;Route_C;10;16,28
2024-03-30;KW13;Filiale_10;Route_C;-4;0,0
2024-03-31;KW13;Filiale_01;Route_A;-3;0,0
2024-03-31;KW13;Filiale_02;Route_A;6;2,8
2024-03-31;KW13;Filiale_03;Route_A;7;4,84
2024-03-31;KW13;Filiale_04;Route_B;0;0,0
2024-03-31;KW13;Filiale_05;Route_B;8;8,42
2024-03-31;KW13;Filiale_06;Route_B;-2;0,0
2024-03-31;KW13;Filiale_07;Route_C;6;1,81
2024-03-31;KW13;Filiale_08;Route_C;-6;0,0
2024-03-31;KW13;Filiale_09;Route_C;16;31,66
2024-03-31;KW13;Filiale_10;Route_C;8;9,82
2024-04-01;KW14;Filiale_01;Route_A;8;18,02
2024-04-01;KW14;Filiale_02;Route_A;3;0,0
2024-04-01;KW14;Filiale_03;Route_A;5;0,0
2024-04-01;KW14;Filiale_04;Route_B;6;6,03
2024-04-01;KW14;Filiale_05;Route_B;8;17,33
2024-04-01;KW14;Filiale_06;Route_B;1;0,0
2024-04-01;KW14;Filiale_07;Route_C;21;68,32
2024-04-01;KW14;Filiale_08;Route_C;21;48,43
2024-04-01;KW14;Filiale_09;Route_C;10;16,24
2024-04-01;KW14;Filiale_10;Route_C;0;0,0
2024-04-02;KW14;Filiale_01;Route_A;-1;0,0
2024-04-02;KW14;Filiale_02;Route_A;-7;0,0
2024-04-02;KW14;Filiale_03;Route_A;-2;0,0
2024-04-02;KW14;Filiale_04;Route_B;7;10,15
2024-04-02;KW14;Filiale_05;Route_B;6;5,89
2024-04-02;KW14;Filiale_06;Route_B;12;39,44
2024-04-02;KW14;Filiale_07;Route_C;19;42,89
2024-04-02;KW14;Filiale_08;Route_C;1;0,0
2024-04-02;KW14;Filiale_09;Route_C;6;4,05
2024-04-02;KW14;Filiale_10;Route_C;15;52,5
2024-04-03;KW14;Filiale_01;Route_A;-8;0,0
2024-04-03;KW14;Filiale_02;Route_A;7;6,47
2024-04-03;KW14;Filiale_03;Route_A;11;29,37
2024-04-03;KW14;Filiale_04;Route_B;7;8,82
2024-04-03;KW14;Filiale_05;Route_B;3;0,0
2024-04-03;KW14;Filiale_06;Route_B;10;40,62
2024-04-03;KW14;Filiale_07;Route_C;6;3,34
2024-04-03;KW14;Filiale_08;Route_C;0;0,0
2024-04-03;KW14;Filiale_09;Route_C;4;0,0
2024-04-03;KW14;Filiale_10;Route_C;12;36,37
2024-04-04;KW14;Filiale_01;Route_A;-5;0,0
2024-04-04;KW14;Filiale_02;Route_A;7;5,93
2024-04-04;KW14;Filiale_03;Route_A;2;0,0
2024-04-04;KW14;Filiale_04;Route_B;4;0,0
2024-04-04;KW14;Filiale_05;Route_B;12;31,49
2024-04-04;KW14;Filiale_06;Route_B;5;0,0
2024-04-04;KW14;Filiale_07;Route_C;13;29,67
2024-04-04;KW14;Filiale_08;Route_C;14;51,06
2024-04-04;KW14;Filiale_09;Route_C;0;0,0
2024-04-04;KW14;Filiale_10;Route_C;14;42,96
2024-04-05;KW14;Filiale_01;Route_A;1;0,0
2024-04-05;KW14;Filiale_02;Route_A;-6;0,0
2024-04-05;KW14;Filiale_03;Route_A;-8;0,0
2024-04-05;KW14;Filiale_04;Route_B;1;0,0
2024-04-05;KW14;Filiale_05;Route_B;9;13,61
